id,producto,precio,hora_consulta,farmacia_corto,busqueda,farmacia,pais,product_name,quantity,unit,presentacion,num_prod,atc,coincidencia,marca,den_gen,distancia
11785,acarbosa,398.38,20/07/2023 10:47,pchecker,acarbosa,offshorecheapmeds.com,Canada,acarbosa,25.0,mg,tableta,90.0,A10,,,,
11976,adenosina,1566.85,20/07/2023 10:58,pchecker,adenosina,spfpharmacy.com,Canada,adenosina,3.0,mg,mls,2.0,C01,,,,
11977,adenosina,4489.28,20/07/2023 10:58,pchecker,adenosina,spfpharmacy.com,Canada,adenosina,3.0,mg,mls,6.0,C01,,,,
11978,adenosina 3 mg inyeccion 2 ml,42.79,20/07/2023 11:00,pharmeasy,adenosina,pharmeasy,India,adenosina,3.0,mg,inyeccion,,C01,,,,
11999,giotrif 30 tabletas caja afatinib dimaleato 50 mg,80672.0,20/07/2023 11:01,fsanpablo,afatinib,farmacias san pablo,Mexico,giotrif,50.0,mg,tableta,30.0,L01,,,,
12000,giotrif 30 tabletas frasco afatinib dimaleato 40 mg,82922.0,20/07/2023 11:01,fsanpablo,afatinib,farmacias san pablo,Mexico,giotrif,40.0,mg,tableta,30.0,L01,,,,
12001,giotrif 30 tabletas frasco afatinib dimaleato 30 mg,80832.5,20/07/2023 11:01,fsanpablo,afatinib,farmacias san pablo,Mexico,giotrif,30.0,mg,tableta,30.0,L01,,,,
12002,giotrif 30 tabletas caja afatinib dimaleato 20 mg,80832.5,20/07/2023 11:01,fsanpablo,afatinib,farmacias san pablo,Mexico,giotrif,20.0,mg,tableta,30.0,L01,,,,
12007,afatinib,45602.24,20/07/2023 11:04,pchecker,afatinib,liferxpharmacy.com/,Canada,afatinib,20.0,mg,tableta,56.0,L01,,,,
12008,afatinib,62185.01,20/07/2023 11:04,pchecker,afatinib,liferxpharmacy.com/,Canada,afatinib,20.0,mg,tableta,84.0,L01,,,,
12009,afatinib,53649.75,20/07/2023 11:04,pchecker,afatinib,offshorecheapmeds.com,Canada,afatinib,20.0,mg,tableta,56.0,L01,,,,
12010,afatinib,73158.81,20/07/2023 11:04,pchecker,afatinib,offshorecheapmeds.com,Canada,afatinib,20.0,mg,tableta,84.0,L01,,,,
12146,alprostadil paranova,14544.79,20/07/2023 11:16,medicinpriser,alprostadil,medicinpriser,Dinamarca,alprostadil paranova,,mg/ml,,5.0,C01,,,,
12168,volebris 30 tabletas caja ambrisentan 10 mg,49573.0,20/07/2023 11:18,fsanpablo,ambrisentan,farmacias san pablo,Mexico,volebris,10.0,mg,tableta,30.0,C02,,,,
12183,ambrisentan accord,53184.7,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan accord,5.0,mg,tableta,30.0,C02,,,,
12184,ambrisentan accord,53127.43,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan accord,10.0,mg,tableta,30.0,C02,,,,
12185,ambrisentan mylan,55537.64,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan mylan,5.0,mg,tableta,30.0,C02,,,,
12186,ambrisentan mylan,55537.64,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan mylan,10.0,mg,tableta,30.0,C02,,,,
12187,ambrisentan teva,53177.94,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan teva,5.0,mg,ampolleta,30.0,C02,,,,
12188,ambrisentan teva,53120.67,20/07/2023 11:21,medicinpriser,ambrisentan,medicinpriser,Dinamarca,ambrisentan teva,10.0,mg,ampolleta,30.0,C02,,,,
12195,ambrisentanaccord f.c.tab 10mgtab btx30 comprimidos en blister pvcpvdcal,19991.74,20/07/2023 11:21,minsalgr,ambrisentan,ministerio salud grecia,Grecia,ambrisentanaccord f.c.tab,10.0,mg,tableta,30.0,C02,,,,
12196,ambrisentanaccord f.c.tab 5mgtab btx30 comprimidos en blister alal,18884.36,20/07/2023 11:21,minsalgr,ambrisentan,ministerio salud grecia,Grecia,ambrisentanaccord f.c.tab,5.0,mg,tableta,30.0,C02,,,,
12199,ambrisentangenepharm f.c.tab 10mgtab btx30 blister blanco pvcpvdcalu,19991.74,20/07/2023 11:21,minsalgr,ambrisentan,ministerio salud grecia,Grecia,ambrisentangenepharm f.c.tab,10.0,mg,tableta,30.0,C02,,,,
12200,ambrisentangenepharm f.c.tab 5mgtab btx30 blister blanco pvcpvdcalu,18884.36,20/07/2023 11:21,minsalgr,ambrisentan,ministerio salud grecia,Grecia,ambrisentangenepharm f.c.tab,5.0,mg,tableta,30.0,C02,,,,
12203,ambrisentan mylan,28615.12,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan mylan,5.0,mg,tableta,,C02,,,,
12204,ambrisentan mylan,28615.12,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan mylan,10.0,mg,tableta,,C02,,,,
12205,ambrisentan norameda 10 mg comprimidos recubiertos con pelicula,4978.31,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan norameda,10.0,mg,tableta,,C02,,,,
12206,ambrisentan norameda 5 mg comprimidos recubiertos con pelicula,8561.8,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan norameda,5.0,mg,tableta,,C02,,,,
12207,ambrisentan zentiva 10 mg comprimidos recubiertos con pelicula,14226.17,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan zentiva,10.0,mg,tableta,,C02,,,,
12208,ambrisentan zentiva 5 mg comprimidos recubiertos con pelicula,14226.17,20/07/2023 11:22,zva,ambrisentan,agencia de medicamentos de letonia,Letonia,ambrisentan zentiva,5.0,mg,tableta,,C02,,,,
12212,tecentriq solucion 1 ml frasco ampula atezolizumab 1200 mg,113889.5,20/07/2023 11:22,fsanpablo,atezolizumab,farmacias san pablo,Mexico,tecentriq solucion,1.0,ml,solucion,1.0,L01,,,,
12370,inlyta 60 tabletas frasco axitinib 5 mg,98158.0,20/07/2023 11:32,fsanpablo,axitinib,farmacias san pablo,Mexico,inlyta,5.0,mg,tableta,60.0,L01,,,,
12424,azacitidina accord pd.inj.sus 25mgml btx1 vial x100 mg,3569.4,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidina accord pd.inj.sus,100.0,mg,suspension,1.0,L01,,,,
12425,azacitidina accord pd.inj.sus 25mgml btx1 vial x150 mg,4834.12,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidina accord pd.inj.sus,150.0,mg,suspension,1.0,L01,,,,
12431,azacitidina mylan pd.inj.sus 25mgml 1 vial x 100 mg,3569.4,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidina mylan pd.inj.sus,100.0,mg,suspension,1.0,L01,,,,
12432,azacitidinasandoz pd.inj.sus 25mgml btx 1 vial de vidriox100 mg,3569.4,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidinasandoz pd.inj.sus,100.0,mg,suspension,1.0,L01,,,,
12433,azacitidinastada pd.inj.sus 25mgml btx 1 vial vidrio x 100mg,3569.4,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidinastada pd.inj.sus,100.0,mg,suspension,1.0,L01,,,,
12434,azacitidinastada pd.inj.sus 25mgml btx 1 vial vidrio x 150mg,4816.09,20/07/2023 11:42,minsalgr,azacitidina,ministerio salud grecia,Grecia,azacitidinastada pd.inj.sus,150.0,mg,suspension,1.0,L01,,,,
12437,acuerdo de azacitidina,5439.44,20/07/2023 11:42,zva,azacitidina,agencia de medicamentos de letonia,Letonia,acuerdo de azacitidina,25.0,mg,suspension,,L01,,,,
12439,ribobustan 1 solucion frasco ampula clorhidrato de bendamustina 25 mg,6286.0,20/07/2023 11:43,fsanpablo,bendamustina,farmacias san pablo,Mexico,ribobustan,25.0,mg,solucion,1.0,L01,,,,
12440,glindeka solucion inyectable 1 ml frasco ampula frasco ampula clorhidrato de bendamustina 100 mg,9258.0,20/07/2023 11:43,fsanpablo,bendamustina,farmacias san pablo,Mexico,glindeka solucion inyectable,1.0,ml,inyeccion,,L01,,,,
12455,bendamustinaaccord pd.c.so.in 2.5mgml btx5 viales x100mg,10557.26,20/07/2023 11:46,minsalgr,bendamustina,ministerio salud grecia,Grecia,bendamustinaaccord pd.c.so.in,100.0,mg,,5.0,L01,,,,
12456,bendamustinaaccord pd.c.so.in 2.5mgml btx5 viales x25mg,2762.43,20/07/2023 11:46,minsalgr,bendamustina,ministerio salud grecia,Grecia,bendamustinaaccord pd.c.so.in,25.0,mg,,5.0,L01,,,,
12457,bendamustinaactavis pd.c.s.inf 2.5mgml btx1 vial x26ml x 25mg,686.06,20/07/2023 11:46,minsalgr,bendamustina,ministerio salud grecia,Grecia,bendamustinaactavis pd.c.s.inf,26.0,ml,,1.0,L01,,,,
12458,bendamustinaactavis pd.c.s.inf 2.5mgml btx1 vial x60ml x 100mg,2343.93,20/07/2023 11:46,minsalgr,bendamustina,ministerio salud grecia,Grecia,bendamustinaactavis pd.c.s.inf,60.0,ml,,1.0,L01,,,,
12461,bendamustina accord 25 mgml polvo para concentrado para solucion para perfusion,11826.48,20/07/2023 11:47,zva,bendamustina,agencia de medicamentos de letonia,Letonia,bendamustina accord,2.5,mg,solucion,,L01,,,,
12462,bendamustina kabi 25 mgml polvo para concentrado para solucion para perfusion,2198.23,20/07/2023 11:47,zva,bendamustina,agencia de medicamentos de letonia,Letonia,bendamustina kabi,2.5,mg,solucion,,L01,,,,
12463,bendamustina medac 25 mgml polvo para concentrado para solucion para perfusion,1190.55,20/07/2023 11:47,zva,bendamustina,agencia de medicamentos de letonia,Letonia,bendamustina medac,2.5,mg,solucion,,L01,,,,
12466,avastin 16 ml inyeccion frasco ampula bevacizumab 400 mg,49288.0,20/07/2023 11:47,fsanpablo,bevacizumab,farmacias san pablo,Mexico,avastin,16.0,ml,inyeccion,,L01,,,,
12467,avastin 4 ml inyeccion frasco ampula bevacizumab 100 mg,13495.0,20/07/2023 11:47,fsanpablo,bevacizumab,farmacias san pablo,Mexico,avastin,4.0,ml,inyeccion,,L01,,,,
12468,effivia 1 solucion frasco ampula bevacizumab 400.0 mg,31168.0,20/07/2023 11:47,fsanpablo,bevacizumab,farmacias san pablo,Mexico,effivia,400.0,mg,solucion,1.0,L01,,,,
12469,effivia 1 solucion frasco ampula bevacizumab 100.0 mg,8541.5,20/07/2023 11:47,fsanpablo,bevacizumab,farmacias san pablo,Mexico,effivia,100.0,mg,solucion,1.0,L01,,,,
12470,mvasi 1 solucion frasco ampula bevacizumab 100.0 mg,9328.5,20/07/2023 11:47,fsanpablo,bevacizumab,farmacias san pablo,Mexico,mvasi,100.0,mg,solucion,1.0,L01,,,,
12541,bezafibrato,4325.81,20/07/2023 11:55,pchecker,bezafibrato,pricepropharmacy.com/,Canada,bezafibrato,400.0,mg,tableta,90.0,C10,,,,
12520,bezafibrato 200 mg 30 tab lgen,29.0,20/07/2023 11:52,farmalisto_mx,bezafibrato,farmalisto méxico,Mexico,bezafibrato,200.0,mg,tableta,30.0,C10,,,,
12524,bezafibrato 200 mg aurax 30 tabletas caja,88.0,20/07/2023 11:53,fsanpablo,bezafibrato,farmacias san pablo,Mexico,bezafibrato,200.0,mg,tableta,30.0,C10,,,,
12525,zaf 30 tabletas caja bezafibrato 200 mg,218.0,20/07/2023 11:53,fsanpablo,bezafibrato,farmacias san pablo,Mexico,zaf,200.0,mg,tableta,30.0,C10,,,,
12526,saprame 30 tabletas caja bezafibrato 200 mg,387.0,20/07/2023 11:53,fsanpablo,bezafibrato,farmacias san pablo,Mexico,saprame,200.0,mg,tableta,30.0,C10,,,,
12527,neptalip extend liberacion prolongada 10 tabletas caja bezafibrato 400 mg,385.0,20/07/2023 11:53,fsanpablo,bezafibrato,farmacias san pablo,Mexico,neptalip extend liberacion prolongada,400.0,mg,tableta,10.0,C10,,,,
12528,bezafibrato gi 200mg tab caja con 30 biorearch,58.0,20/07/2023 11:53,fespecializadas,bezafibrato,farmacias especializadas,Mexico,bezafibrato gi,200.0,mg,tableta,30.0,C10,,,,
12529,bezafibrato gi 200mg tab caja con 30 psic,30.12,20/07/2023 11:53,fespecializadas,bezafibrato,farmacias especializadas,Mexico,bezafibrato gi,200.0,mg,tableta,30.0,C10,,,,
12533,yza bezafibrato 200mg 30 tabs,79.0,20/07/2023 11:53,farmacon,bezafibrato,farmacon,Mexico,yza bezafibrato,200.0,mg,tableta,30.0,C10,,,,
12536,bezafibrato 200 mg oral 30 tabs marca del ahorro,95.0,20/07/2023 11:55,fahorro,bezafibrato,farmacias del ahorro,Mexico,bezafibrato,200.0,mg,tableta,30.0,C10,,,,
12540,bezafibrato,1475.47,20/07/2023 11:55,pchecker,bezafibrato,pricepropharmacy.com/,Canada,bezafibrato,400.0,mg,tableta,30.0,C10,,,,
12552,bezafibrato 200 mg com rev ct bl al plas opc x 20,113.29,20/07/2023 11:57,avisa,bezafibrato,agencia nacional de vigilancia sanitaria brasil,Brasil,bezafibrato,200.0,mg,tableta,20.0,C10,,,,
12553,bezafibrato 200 mg com rev ct bl al plas opc x 20,107.71,20/07/2023 11:57,avisa,bezafibrato,agencia nacional de vigilancia sanitaria brasil,Brasil,bezafibrato,200.0,mg,tableta,20.0,C10,,,,
12554,bezafibrato 400 mg com rev lib prol ct bl al plas pvcpvdc trans x 30,372.06,20/07/2023 11:57,avisa,bezafibrato,agencia nacional de vigilancia sanitaria brasil,Brasil,bezafibrato,400.0,mg,tableta,30.0,C10,,,,
12556,bezafibrato 200 mg com rev ct bl al plas opc x 20,101.71,20/07/2023 11:57,avisa,bezafibrato,agencia nacional de vigilancia sanitaria brasil,Brasil,bezafibrato,200.0,mg,tableta,20.0,C10,,,,
12557,bezafibrato 200mg genï¿½rico ems con 20 pastill,80.69,20/07/2023 11:57,araujo,bezafibrato,farmacias araujo,Brasil,bezafibrato,200.0,mg,tableta,20.0,C10,,,,
12560,velcade inyeccion 1 solucion frasco ampula bortezomib 3.5 mg,25882.5,20/07/2023 11:58,fsanpablo,bortezomib,farmacias san pablo,Mexico,velcade inyeccion,3.5,mg,inyeccion,1.0,L01,,,,
12561,exfucikanet solucion inyectable 1 solucion frasco ampula bortezomib 3.5 mg,10741.0,20/07/2023 11:58,fsanpablo,bortezomib,farmacias san pablo,Mexico,exfucikanet solucion inyectable,3.5,mg,inyeccion,1.0,L01,,,,
12562,elomaziv solucion inyectable en polvo 1 solucion frasco ampula bortezomib 3.5 mg,18638.5,20/07/2023 11:58,fsanpablo,bortezomib,farmacias san pablo,Mexico,elomaziv solucion inyectable en polvo,3.5,mg,inyeccion,1.0,L01,,,,
12580,bortezomib accord,6280.44,20/07/2023 12:02,medicinpriser,bortezomib,medicinpriser,Dinamarca,bortezomib accord,,mg/ml,solucion,14.0,L01,,,,
12581,bortezomib fresenius kabi,434.93,20/07/2023 12:02,medicinpriser,bortezomib,medicinpriser,Dinamarca,bortezomib fresenius kabi,,mg,,1.0,L01,,,,
12582,bortezomib reddy,8812.66,20/07/2023 12:02,medicinpriser,bortezomib,medicinpriser,Dinamarca,bortezomib reddy,,mg,,1.0,L01,,,,
12583,bortezomib stada,6583.97,20/07/2023 12:02,medicinpriser,bortezomib,medicinpriser,Dinamarca,bortezomib stada,,mg/ml,solucion,14.0,L01,,,,
12585,bortezomib 35 mg inyectable acorde genï¿½rico con 1 vi,7122.77,20/07/2023 12:02,araujo,bortezomib,farmacias araujo,Brasil,bortezomib,35.0,mg,inyeccion,1.0,L01,,,,
12587,bortezomib accord inj.sol 2.5mgml bt x 1 vial x 1 ml,6286.45,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomib accord inj.sol,1.0,ml,solucion,1.0,L01,,,,
12588,bortezomib accord inj.sol 2.5mgml bt x 1 vial x 1.4 ml,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomib accord inj.sol,1.4,ml,solucion,1.0,L01,,,,
12589,bortezomib accord pd.inj.sol 3.5mgvial btx1vial,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomib accord pd.inj.sol,5.0,mg,solucion,1.0,L01,,,,
12591,bortezomib fresenius kabi pd.inj.sol 35 mgvial 1 vial,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomib fresenius kabi pd.inj.sol,,mg,solucion,1.0,L01,,,,
12595,bortezomibsandoz pd.inj.sol 3.5mgvial btx1 vial,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomibsandoz pd.inj.sol,5.0,mg,solucion,1.0,L01,,,,
12596,bortezomibstada inj.sol 2.5mgml btx1vial,4856.46,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomibstada inj.sol,5.0,mg,solucion,1.0,L01,,,,
12597,bortezomibteva pd.inj.sol 3.5mgvial btx1 vial x10 ml,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomibteva pd.inj.sol,10.0,ml,solucion,1.0,L01,,,,
12599,bortezomibpharmazac pd.inj.sol 3.5mgml btx1 vial,8720.87,20/07/2023 12:02,minsalgr,bortezomib,ministerio salud grecia,Grecia,bortezomibpharmazac pd.inj.sol,5.0,mg,solucion,1.0,L01,,,,
12600,acuerdo de bortezomib,831.56,20/07/2023 12:02,zva,bortezomib,agencia de medicamentos de letonia,Letonia,acuerdo de bortezomib,3.5,mg,solucion,,L01,,,,
12601,acuerdo de bortezomib,831.56,20/07/2023 12:02,zva,bortezomib,agencia de medicamentos de letonia,Letonia,acuerdo de bortezomib,2.5,mg,solucion,,L01,,,,
12602,bortezomib fresenius kabi,9249.28,20/07/2023 12:02,zva,bortezomib,agencia de medicamentos de letonia,Letonia,bortezomib fresenius kabi,3.5,mg,solucion,,L01,,,,
12603,bortezomib sun,494.81,20/07/2023 12:02,zva,bortezomib,agencia de medicamentos de letonia,Letonia,bortezomib sun,3.5,mg,solucion,,L01,,,,
12608,tracleer 60 tableta frasco monohidrato de bosentan 125 mg,79386.0,20/07/2023 12:03,fsanpablo,bosentan,farmacias san pablo,Mexico,tracleer,125.0,mg,tableta,60.0,C02,,,,
12622,bosentan accord,9820.86,20/07/2023 12:06,medicinpriser,bosentan,medicinpriser,Dinamarca,bosentan accord,,mg,ampolleta,56.0,C02,,,,
12623,bosentan accord,9820.86,20/07/2023 12:06,medicinpriser,bosentan,medicinpriser,Dinamarca,bosentan accord,125.0,mg,ampolleta,56.0,C02,,,,
12624,bosentana 625 mg com rev ct fr plas opc x 60,9186.24,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,625.0,mg,tableta,60.0,C02,,,,
12625,bosentana 125 mg com rev ct fr plas opc x 60,18372.59,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12628,bosentana 125 mg com rev ct fr plas opc x 60,18372.48,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12629,bosentana 625 mg com rev cx fr plas opc x 60,9186.24,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,625.0,mg,tableta,60.0,C02,,,,
12630,bosentana 125 mg com rev cx fr plas opc x 60,18372.48,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12631,bosentana 625 mg com rev ct bl al plas pvcpepvdc opc x 60,9186.1,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,625.0,mg,tableta,60.0,C02,,,,
12632,bosentana 625 mg com rev ct fr plas pead opc x 60,9186.1,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,625.0,mg,tableta,60.0,C02,,,,
12633,bosentana 125 mg com rev ct bl al plas pvcpepvdc opc x 60,18372.38,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12634,bosentana 125 mg com rev ct fr plas pead opc x 60,18372.38,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12635,bosentana 625 mg com rev ct fr plas pead opc x 60,5784.2,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,625.0,mg,tableta,60.0,C02,,,,
12636,bosentana 125 mg com rev ct fr plas pead opc x 60,11568.39,20/07/2023 12:06,avisa,bosentan,agencia nacional de vigilancia sanitaria brasil,Brasil,bosentana,125.0,mg,tableta,60.0,C02,,,,
12645,bosentanmylan f.c.tab 125mgtab btx56x1 blister monodosis de pvdcpvcal blister monodosis de pvdcpvcal,14511.57,20/07/2023 12:07,minsalgr,bosentan,ministerio salud grecia,Grecia,bosentanmylan f.c.tab,125.0,mg,tableta,1.0,C02,,,,
12646,bosentanmylan f.c.tab 62.5mgtab btx56x1 blister monodosis de pvdcpvcal blister monodosis de pvdcpvcal,13276.06,20/07/2023 12:07,minsalgr,bosentan,ministerio salud grecia,Grecia,bosentanmylan f.c.tab,5.0,mg,tableta,1.0,C02,,,,
12653,bosentan norameda 125 mg comprimidos recubiertos con pelicula,13974.72,20/07/2023 12:07,zva,bosentan,agencia de medicamentos de letonia,Letonia,bosentan norameda,125.0,mg,tableta,,C02,,,,
12654,bosentan norameda 625 mg comprimidos recubiertos con pelicula,9965.58,20/07/2023 12:07,zva,bosentan,agencia de medicamentos de letonia,Letonia,bosentan norameda,62.5,mg,tableta,,C02,,,,
12655,bosulif 28 tabletas caja bosutinib 100 mg,15378.0,20/07/2023 12:08,fsanpablo,bosutinib,farmacias san pablo,Mexico,bosulif,100.0,mg,tableta,28.0,L01,,,,
12656,bosulif 28 tabletas caja bosutinib 500 mg,78998.0,20/07/2023 12:08,fsanpablo,bosutinib,farmacias san pablo,Mexico,bosulif,500.0,mg,tableta,28.0,L01,,,,
12659,bosutinib,37061.2,20/07/2023 12:10,pchecker,bosutinib,canadianprescriptiondrugstore.com/,Canada,bosutinib,400.0,mg,QTY,90.0,L01,,,,
12698,adcetris 1 solucion frasco ampula brentuximab vedotin 50 mg,75477.0,20/07/2023 12:13,fsanpablo,brentuximab vedotin,farmacias san pablo,Mexico,adcetris,50.0,mg,solucion,1.0,L01,,,,
12716,miccil 20 tableta caja bumetanida 1 mg,238.5,20/07/2023 12:19,fsanpablo,bumetanida,farmacias san pablo,Mexico,miccil,1.0,mg,tableta,20.0,C03,,,,
12723,bumetanida,387.29,20/07/2023 12:21,pchecker,bumetanida,canadianpharmacystore.com,Canada,bumetanida,1.0,mg,tableta,28.0,C03,,,,
12724,bumetanida,673.67,20/07/2023 12:21,pchecker,bumetanida,canadianpharmacystore.com,Canada,bumetanida,1.0,mg,tableta,84.0,C03,,,,
12725,bumetanida,673.84,20/07/2023 12:21,pchecker,bumetanida,canadianprescriptiondrugstore.com/,Canada,bumetanida,1.0,mg,QTY,84.0,C03,,,,
12726,bumetanida,206.36,20/07/2023 12:21,pchecker,bumetanida,discountcanadadrugs.com/,Canada,bumetanida,1.0,mg,tableta,28.0,C03,,,,
12727,bumetanida,447.43,20/07/2023 12:21,pchecker,bumetanida,discountcanadadrugs.com/,Canada,bumetanida,1.0,mg,tableta,84.0,C03,,,,
12728,bumetanida,592.47,20/07/2023 12:21,pchecker,bumetanida,medsengage.com,Canada,bumetanida,1.0,mg,tableta,56.0,C03,,,,
12729,bumetanida,846.51,20/07/2023 12:21,pchecker,bumetanida,medsengage.com,Canada,bumetanida,1.0,mg,tableta,84.0,C03,,,,
12730,bumetanida,592.64,20/07/2023 12:21,pchecker,bumetanida,offshorecheapmeds.com,Canada,bumetanida,1.0,mg,tableta,56.0,C03,,,,
12731,bumetanida,846.51,20/07/2023 12:21,pchecker,bumetanida,offshorecheapmeds.com,Canada,bumetanida,1.0,mg,tableta,84.0,C03,,,,
12732,bumetanida,488.53,20/07/2023 12:21,pchecker,bumetanida,pricepropharmacy.com/,Canada,bumetanida,1.0,mg,tableta,28.0,C03,,,,
12733,bumetanida,606.46,20/07/2023 12:21,pchecker,bumetanida,pricepropharmacy.com/,Canada,bumetanida,1.0,mg,tableta,84.0,C03,,,,
12753,myleran 25 tabletas frasco busulfano 2 mg,1886.0,20/07/2023 12:24,fsanpablo,busulfano,farmacias san pablo,Mexico,myleran,2.0,mg,tableta,25.0,L01,,,,
20889,jevtana 1.5 ml inyeccion frasco ampula cabazitaxel 60 mg,109578.0,21/07/2023 19:22,fsanpablo,cabazitaxel,farmacias san pablo,Mexico,jevtana,1.5,ml,inyeccion,,L01,,,,
12788,invokana 30 tableta caja hemihidrato de canagliflozina 300 mg,1567.0,20/07/2023 12:35,fsanpablo,canagliflozina,farmacias san pablo,Mexico,invokana,300.0,mg,tableta,30.0,A10,,,,
12789,invokana 30 tabletas caja hemihidrato de canagliflozina 100 mg,1631.0,20/07/2023 12:35,fsanpablo,canagliflozina,farmacias san pablo,Mexico,invokana,100.0,mg,tableta,30.0,A10,,,,
